"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Improving Deep Learning-based Cardiac Abnormality Detection in 12-Lead ECG with Data Augmentation","J. Qiu; M. P. Oppelt; M. Nissen; L. Anneken; K. Breininger; B. Eskofier","Department of Artifical Intelligence in Biomedical Engineering, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen; Fraunhofer Institute for Integrated Circuits, Erlangen, Germany; Department of Artifical Intelligence in Biomedical Engineering, Friedrich-Alexander-Universitat Erlangen-Nürnberg, Erlangen, Germany; Department of Artifical Intelligence in Biomedical Engineering, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen; Department of Artifical Intelligence in Biomedical Engineering, Friedrich-Alexander-Universitat Erlangen-Nürnberg, Erlangen, Germany; Friedrich-Alexander-Universität Erlangen-Niirnberg, Erlangen, Germany",2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"8 Sep 2022","2022","","","945","949","Automated Electrocardiogram (ECG) classification using deep neural networks requires large datasets annotated by medical professionals, which is time-consuming and expensive. This work examines ECG augmentation as a method for enriching existing datasets at low cost. First, we introduce three novel augmentations: Limb Electrode Move and Chest Electrode Move both simulate a minor electrode mislocation during signal measurement, and Heart Vector Transform generates an ECG by modeling a rotated main heart axis. These techniques are then combined with nine time series signal augmentations from literature. Evaluation was performed on ICBEB, PTB-XL Diagnostic, PTB-XL Rhythm, and PTB-XL Form datasets. Compared to models trained without data augmentation, area under the receiver operating characteristic curve (AUC) was increased by 3.5%, 1.7%, 1.4% and 3.5%, respectively. Our experiments demonstrated that data augmentation can improve deep learning performance in ECG classification. Analyses of the individual augmentation effects established the efficacy of the three proposed augmentations.","2694-0604","978-1-7281-2782-8","10.1109/EMBC48229.2022.9871969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9871969","","Electrodes;Training;Heart;Deep learning;Time series analysis;Training data;Transforms","Deep Learning;Electrocardiography;Neural Networks, Computer;ROC Curve","4","","23","IEEE","8 Sep 2022","11-15 July 2022","11-15 July 2022","IEEE","IEEE Conferences"
"Classification of Lung Diseases Using Machine Learning Technique","A. Rehman; F. Noor; J. I. Janjua; A. Ihsan; A. Q. Saeed; T. Abbas","College of Dentistry, University of Science and Technology of Fujairah, UAE; Department of Computer Science, The TIMES Institute, Multan, Pakistan; Al-Khawarizmi Institute of Computer Science (KICS), University of Engineering & Technology (UET), Lahore, Pakistan; Al-Khawarizmi Institute of Computer Science (KICS), University of Engineering & Technology (UET), Lahore, Pakistan; Computer Center, Northern Technical University, Ninevah, Iraq; Department of Computer Science, The TIMES Institute, Multan, Pakistan",2024 International Conference on Decision Aid Sciences and Applications (DASA),"17 Jan 2025","2024","","","1","7","The advancement of medicine depends on the use of modern technologies. To provide precise and tailored treatment options for a variety of illnesses, comprehensive research conducted in collaboration with medical experts, patients, and researchers is crucial. This study uses deep learning to determine the acceptable level of accuracy in the medical field based on data that is accessible to the public. To begin, we took the annotated lung sound recordings and extracted the spectrogram features and labels to feed into our 2D Convolutional Neural Network (CNN) model. In this work, we address the issue of scarce medical data by employing small-volume datasets with less than a thousand samples to identify pulmonary disorders from chest X-ray images. Deep learning algorithms are utilized to treat pneumonia, tuberculosis, lung cancer, and other lung diseases. A review of various typical deep-learning network topologies used in medical image processing is also provided. Our ensemble model achieved a classification accuracy of 96.2% and an F1-score of 96.1 %, outperforming individual models such as VDSNet, ResNet18, DenseNet201, and SqueezeN et. This demonstrates the effectiveness of our approach in enhancing diagnostic accuracy for lung disease classification","","979-8-3503-6910-6","10.1109/DASA63652.2024.10836302","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10836302","Machine Learning;Deep Learning Algorithms;Convolutional Neural Networks (CNN);Data Augmentation;Variational Autoencoder (VAE);Transfer Learning;Ensemble Learning Techniques","Deep learning;Accuracy;Pneumonia;Tuberculosis;Lungs;Transfer learning;Lung cancer;Medical services;Medical diagnostic imaging;X-ray imaging","","21","","61","IEEE","17 Jan 2025","11-12 Dec. 2024","11-12 Dec. 2024","IEEE","IEEE Conferences"
"Minimization of Food Waste in Retail Sector using Time-Series Analysis and Object Detection Algorithm","H. Agarwal; B. Ahir; P. Bide; S. Jain; H. Barot","Computer Engineering, Sardar Patel Institute of Technology, Mumbai; Computer Engineering, Sardar Patel Institute of Technology, Mumbai; Computer Engineering, Sardar Patel Institute of Technology, Mumbai; Computer Engineering, Sardar Patel Institute of Technology, Mumbai; Computer Engineering, Sardar Patel Institute of Technology, Mumbai",2020 International Conference for Emerging Technology (INCET),"3 Aug 2020","2020","","","1","7","One-third of the total food produced gets wasted according to the Food And Agriculture Association of the United Nations. This wastage accounts for 1.3 billion tonnes and the scarcity of food is one of the major concerns globally. This paper presents comprehensive research on various factors that lead to the wastage of food in the retail sector. And a robust methodology is proposed which aims at reducing the waste to as minimal as possible in this sector. A method is proposed which integrates the inventory prediction and forecasting technique with smart dustbins which uses state of the art object detection technique to analyze the waste that gets thrown into bins in order to provide with insights to help optimize the use of raw materials that are used in preparing food and further redistribution and valorization of unpredictable waste. Thus producing minimal food waste.","","978-1-7281-6221-8","10.1109/INCET49848.2020.9154156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9154156","Food Waste Management;Waste in Retail Sector;Time-Series Forecasting;Inventory Prediction;SARIMAX model;Object Detection;Deep Learning;Convolution Neural Network;YOLO v3","Forecasting;Neural networks;Raw materials;Convolution;Bibliographies;Training data;Object detection","","6","","16","IEEE","3 Aug 2020","5-7 June 2020","5-7 June 2020","IEEE","IEEE Conferences"
"Enhancing Strawberry Yield Forecasting With Backcasted IoT Sensor Data and Machine Learning","T. A. Ayall; A. Li; M. Beddows; M. Markovic; G. Leontidis","The School of Natural and Computing Sciences and the Interdisciplinary Institute at the University of Aberdeen, Aberdeen, U.K.; The School of Natural and Computing Sciences and the Interdisciplinary Institute at the University of Aberdeen, Aberdeen, U.K.; The School of Natural and Computing Sciences and the Interdisciplinary Institute at the University of Aberdeen, Aberdeen, U.K.; The School of Natural and Computing Sciences and the Interdisciplinary Institute at the University of Aberdeen, Aberdeen, U.K.; UiT The Arctic University of Norway, Tromsø, Norway",IEEE Transactions on AgriFood Electronics,"","2026","PP","99","1","9","Rapid global population growth underscores the need for digitally enabled agricultural systems that support sustainable food production and data-driven resource management for farmers and stakeholders. The adoption of Internet of Things (IoT) technologies—capable of capturing real-time environmental (e.g., temperature, humidity) and operational (e.g., irrigation) parameters—is a crucial step toward enabling advanced applications, such as AI-based yield forecasting. However, the effectiveness of such models is often constrained by limited data availability, particularly in dynamic farm environments where IoT observations must be accumulated over multiple growing seasons. In this study, we deployed IoT sensors in strawberry production polytunnels over two growing seasons to collect data on water usage, internal and external temperature and humidity, soil moisture, soil temperature, and photosynthetically active radiation. These observations were combined with manually recorded yield data spanning four seasons. To address gaps in IoT data for the two seasons without sensor coverage, we developed an AI-based backcasting approach that synthesizes missing sensor observations using historical weather data from a nearby station and existing polytunnel measurements. We then trained AI-based yield forecasting models using both real and synthetic datasets. In this retrospective evaluation, results show that incorporating synthetic data improved yield forecasting accuracy, with models trained on the combined dataset outperforming those using only real sensor, weather, and yield data.","2771-9529","","10.1109/TAFE.2026.3702855","U.K. Engineering and Physical Sciences Research Council(grant numbers:EP/V042270/1); University of Aberdeen Interdisciplinary Institute's Alumni and Friends; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11602077","Artificial intelligence;Internet of Things (IoT);polytunnel;sensor data backcasting;strawberry yield forecasting","Internet of Things;Modeling;Image sensors;Forecasting;Machine learning;Art;Synthetic data;Meteorology;Training;Correlation","","2","","","IEEE","9 Jul 2026","","","IEEE","IEEE Early Access Articles"
"Forward-Looking Sonar Image Generation and Data Augmentation via Conditionally Controllable Diffusion Model","J. Lin; C. Lan; W. Chen; R. Zhang; Z. Xu","College of Physics and Information Engineering, Fuzhou University, Fuzhou, China; College of Physics and Information Engineering, Fuzhou University, Fuzhou, China; College of Physics and Information Engineering, Fuzhou University, Fuzhou, China; Key Lab. of Underwater Acoustic Comm. and Marine Info. Tech., Xiamen University, Ministry of Education, Xiamen, China; School of Ocean Information Engineering, Jimei University, Xiamen, China",OCEANS 2026 Sanya,"7 Aug 2026","2026","","","1","6","Forward-Looking Sonar (FLS) images play an important role in underwater vision tasks. However, the scarcity of high-quality annotated datasets constrains the performance of data-driven visual models. Due to inherent characteristics such as strong speckle noise, low contrast, and fan-shaped geometric imaging structures, existing natural image generative models are difficult to directly apply to FLS image generation. To address these challenges, we propose SSLDiff, a conditionally controllable sonar image generation framework based on a latent diffusion model. Specifically, a Sonar-Specific Variational Auto-Encoder (SS-VAE) with a tailored loss function is designed to preserve speckle noise statistics and intensity distribution characteristics. Implicit fan-shaped geometric constraints are incorporated during training to model the sonar imaging geometry, and Dual Cross-Attention together with Layout-Masked Attention (LMA) mechanisms enables controllable generation under layout and category conditions. Experimental results demonstrate that the generated images exhibit realistic sonar imaging characteristics and can serve as effective data augmentation, thereby improving downstream object detection performance.","","979-8-3195-4364-6","10.1109/OCEANS66983.2026.11616860","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11616860","Forward-Looking Sonar;Latent Diffusion Model;Controllable Image Generation;Data Augmentation","Modeling;Sonar;Printing;Image processing;Image synthesis;Layout;Diffusion models;Noise;Fans;Shape","","","","24","IEEE","7 Aug 2026","25-28 May 2026","25-28 May 2026","IEEE","IEEE Conferences"
"Research on Training Methods for Mixing Satellite Down-View Images with Augmented Images","Y. Gong; X. Xie; Z. Wang; D. Guo","National Key Laboratory of Scattering and Radiation, Beijing, China; National Key Laboratory of Scattering and Radiation, Beijing, China; National Key Laboratory of Scattering and Radiation, Beijing, China; National Key Laboratory of Scattering and Radiation, Beijing, China",2024 IEEE 2nd International Conference on Image Processing and Computer Applications (ICIPCA),"15 Oct 2024","2024","","","231","235","In recent years, deep learning has been widely applied in fields such as security, medical, transportation, agriculture, and military. Due to limitations in practical conditions, real datasets suffer from problems such as small scale, poor quality, and uneven samples. Therefore, image data augmentation technology is widely used. This paper focuses on satellite down-view images of airplanes and helicopters. To address the issues with the measured datasets, such as their high acquisition cost, poor resolution, single angle, limited dataset size, and uneven sample distribution, different data augmentation methods, including grayscale conversion, Gaussian noise addition, generative adversarial networks, are used to augment a small amount of real data in order to enhance the generalization ability of the typical deep learning model. Experiments have shown that different augmentation methods can enhance the performance of the model, in which the two methods of grayscale conversion and Gaussian noise addition are especially significant. The enhancing effect of several combined data augmentation methods based on the StyleGAN2 generative model is comparable, which indicates that the StyleGAN2 generated images have good sample balance in terms of image variations.","","979-8-3503-6024-0","10.1109/ICIPCA61593.2024.10709324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10709324","deep learning;training set;image augmentation;StyleGAN2","Training;YOLO;Deep learning;Satellites;Gaussian noise;Atmospheric modeling;Helicopters;Gray-scale;Data augmentation;Data models","","1","","17","IEEE","15 Oct 2024","28-30 June 2024","28-30 June 2024","IEEE","IEEE Conferences"
"Enhancing Disease Severity Classification: Unveiling the Complexity of Sugar Maple Tar Spot with CNN-GAN Framework","Yashu; R. Sharma; M. Kumar; M. Manwal; V. Jain","Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttrakhand, India; Computer Science and Engineering, Graphic Era Deemed to be University, Dehradun, Uttrakhand, India; Department of Computer Science and Engineering, Sharda School of Engineering and Technology, Sharda University, Greater Noida, U.P., India",2024 5th International Conference for Emerging Technology (INCET),"26 Jul 2024","2024","","","1","4","Sugar maple tar spot is caused by the water mold Rhytisma acerinum and is one of the unique systemic leaf pathogens affecting sugar maple (Acer saccharum) in North America and Europe. The exact tar spot of the sugar maple class fraction is paramount to developing effective control practices. As our task, we suggest a new Convolutional Neural Networks (CNN)- Generative Adversarial Networks (GAN)-based framework for increasing the accuracy of severity classification through a convolutional neural network-generative adversarial network architecture. The CNN-GAN infrastructure blends machine intelligence methods to make the process of automation and increase disease classification accuracy. We carried out the multistep process of collecting a comprehensive dataset of sugar maple leaf images representing different levels of degree of tar spot and finally trained the CNN-GAN network using a systematic methodology. Experiments conducted indicate successful implementation of the algorithm based on the CNN-GAN model as the network system has yielded the accuracies of classification of sugar maple tar spot severity being 95.62%. The tabular results with details and analysis as well as an indication of the model's performance among patients with different severity levels of this psychiatric disorder. This aspect expands the field of automated disease detection and management in agriculture and forestry which can be used in earlier screening and suitable interventions. The proposed method of a CNN-GAN framework entails great promise as it enhances the precision in diagnoses and instead provides more efficient disease-fighting strategies such as sugar maple tar sport and other plant diseases.","","979-8-3503-6115-5","10.1109/INCET61516.2024.10593314","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10593314","Sugar Maple Tar;Disease Severity Classification;Deep Learning;Plant Pathology;Fungal Pathogens","Deep learning;Plant diseases;Pathogens;Accuracy;Systematics;Forestry;Convolutional neural networks","","","","14","IEEE","26 Jul 2024","24-26 May 2024","24-26 May 2024","IEEE","IEEE Conferences"
"Temporal Multiresolution Graph Learning","K. Yamada; Y. Tanaka","Department of EECS, Tokyo University of Agriculture and Technology, Koganei, Tokyo, Japan; Department of EECS, Tokyo University of Agriculture and Technology, Koganei, Tokyo, Japan",IEEE Access,"27 Oct 2021","2021","9","","143734","143745","Estimating time-varying graphs, i.e., a set of graphs in which one graph represents the relationship among nodes in a certain time slot, from observed data is a crucial problem in signal processing, machine learning, and data mining. Although many existing methods only estimate graphs with a single temporal resolution, the actual graphs often demonstrate different relationships in different temporal resolutions. In this study, we propose an approach for time-varying graph learning by leveraging a multiresolution property. The proposed method assumes that time-varying graphs can be decomposed by a linear combination of graphs localized at different temporal resolutions. We formulate a convex optimization problem for temporal multiresolution graph learning. In experiments using synthetic and real data, the proposed method demonstrates the promising objective performances for synthetic data, and obtains reasonable temporal multiresolution graphs from real data.","2169-3536","","10.1109/ACCESS.2021.3120994","Japan Science and Technology Agency (JST) Precursory Research for Embryonic Science and Technology (PRESTO)(grant numbers:JPMJPR1935); Japan Society for the Promotion of Science (JSPS) KAKENHI(grant numbers:20H02145,20J13647); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578986","Graph inference;graph learning;time-varying graph;temporal multiresolution graph","Signal resolution;Laplace equations;Spatial resolution;Optimization;Brain modeling;Mathematical models","","4","","42","CCBY","18 Oct 2021","2021","","IEEE","IEEE Journals"
"Biometric Identification using Periocular Images with ViT-DeepSort and YOLOv7-GAN","P. Verma","Department of Computer Engineering, National Institute of Technology, Kurukshetra, Haryana, India",2024 7th International Conference on Contemporary Computing and Informatics (IC3I),"15 Jan 2025","2024","7","","1229","1234","Advanced biometric identification techniques are becoming increasingly necessary in response to rising security requirements. The limits of conventional facial recognition systems have been further brought to light by the COVID-19 outbreak and its emphasis on mask-wearing. utilizing periocular pictures, this study proposes an integrated technique to improve gender categorization and biometric identification utilizing Vision Transformers (ViTs), YOLOv7, DeepSort, and Generative Adversarial Networks (GANs). Our findings indicate that the combined application of these technologies results in a system that is both robust and accurate, particularly in challenging environments. The proposed methodology demonstrates a notable improvement in identification accuracy, with a precision rate exceeding $\mathbf{9 5 \%}$. With this research, secure identification technologies will advance significantly, and non-intrusive, contactless biometric devices will continue to be developed. The findings suggest that the application of these cutting-edge techniques has the potential to completely transform security procedures in industries including public safety, healthcare, and finance.","","979-8-3503-5006-7","10.1109/IC3I61595.2024.10829244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10829244","Biometrics;Periocular Imaging;Vision Transformers;DeepSort;YOLOv7;Gender Classification;Deep Learning;COVID-19;Security Systems;Non-Intrusive Identification","Computer vision;Accuracy;Computational modeling;Biological system modeling;Transforms;Biometric identification;Transformers;Generative adversarial networks;Security;Reliability","","4","","14","IEEE","15 Jan 2025","18-20 Sept. 2024","18-20 Sept. 2024","IEEE","IEEE Conferences"
"Prototype Augmentation with Dummy Samples","H. Yu; F. Li","School of Computer Science and Technology, Soochow University, Suzhou, China; School of Computer Science and Technology, Soochow University, Suzhou, China",2022 26th International Conference on Pattern Recognition (ICPR),"29 Nov 2022","2022","","","5052","5059","Meta-learning is proven to be powerful for helping models make quick adaptations to new tasks. However, the lack of data severely constrains the further improvement. As data augmentation has been an effective and commonly used approach to reach state-of-art performance in image classification tasks, different strategies for applying data augmentation to meta-learning have emerged. One common combination of data augmentation and meta-learning is performing different transformations on images(e.g. horizontal flip, color jitter, and random crop) before feeding them to the feature extractor. Another way is using generative models, such as GAN, to expand the available dataset and alleviate the negative effects of lack of data. These methods either have limited boosts or have difficulties to converge during training and require significant extra computation. In this paper, we propose a novel method using a modified Variational Auto Encoder(VAE) to generate dummy samples from the support set. Our data augmentation method is performed in the feature space to reduce computation steps. Combined with prototypical networks we call our method as Prototype Augmentation with Dummy Samples(PADS). Experiments are carried out both in standard few-shot image classification and cross-domain scenarios and we achieved significant improvement with comparison to the baseline.","2831-7475","978-1-6654-9062-7","10.1109/ICPR56361.2022.9956566","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9956566","","Training;Image color analysis;Prototypes;Jitter;Feature extraction;Data mining;Task analysis","","","","49","IEEE","29 Nov 2022","21-25 Aug. 2022","21-25 Aug. 2022","IEEE","IEEE Conferences"
"Generative Design of Analog Circuits Under Limited Data via cVAE Manifold Modeling","H. Taşkιran; E. Afacan","Department of Electronics Engineering, Gebze Technical University; Department of Electronics Engineering, Gebze Technical University","2026 22nd International Conference on Synthesis, Modeling, Analysis and Simulation Methods, and Applications to Circuits Design (SMACD)","17 Aug 2026","2026","","","1","4","The effectiveness of machine learning approaches in analog circuit modeling and optimization is fundamentally constrained by the availability of large, high-quality, and structurally consistent datasets. However, conventional data generation techniques-such as brute-force sweeps, Monte Carlo sampling, and Latin Hypercube Sampling (LHS) suffer from scalability issues, lack of feasibility awareness, or Pareto bias. These limitations lead to computationally expensive and structurally imbalanced datasets, particularly problematic in low-data regimes. To address this challenge, this work proposes a dual conditional Variational Autoencoder (cVAE) framework that learns the intrinsic manifold of physically valid design-performance pairs from limited SPICE-validated data. A pseudo-designer cVAE enables manifold-constrained latent sampling for structured and distribution-aware dataset augmentation, while a pseudo-simulator cVAE provides fast SPICE-like performance prediction for filtering and validation. Validation across multiple analog circuits demonstrates that the proposed framework expands sparse datasets into dense, welldistributed, and machine-learning-ready design spaces while maintaining prediction errors within $\mathbf{1}-\mathbf{2. 5} \boldsymbol{\%}$ of SPICE results.","2575-4890","979-8-3195-0619-1","10.1109/SMACD70206.2026.11647841","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11647841","Data Augmentation;Analog;VAE;Synthesis","Modeling;Design methodology;SPICE;Equations;Simulation;Manifolds;Training;Circuits;Seeds (agriculture);Optimization","","","","9","IEEE","17 Aug 2026","29 June-2 July 2026","29 June-2 July 2026","IEEE","IEEE Conferences"
"Advances in Plant Leaf Disease Diagnostics: A Systematic Review of Transfer Learning and Generative Adversarial Networks","J. P. Prasad; V. C. Jadala; R. U. Rani","Department of Computer Science and Artificial Intelligence, School of Computer Science and Artificial Intelligence, SR University, Warangal, Telangana; Department of Computer Science and Artificial Intelligence, School of Computer Science and Artificial Intelligence, SR University, Warangal, Telangana; Department of CSE(AI&ML), CVR College of Engineering, Hyderabad, India",2026 Second International Conference on Multi-Agent Systems for Collaborative Intelligence (ICMSCI),"13 Apr 2026","2026","","","1086","1094","Plant disease detection is a key enabler of precision agriculture; however, its practical adoption is limited by scarce labeled data, domain variability, and resource constraints in real-world environments. This paper investigates the integration of transfer learning-based deep convolutional models with generative adversarial network (GAN)-based data augmentation for robust plant leaf disease classification. Pre-trained architectures, including ResNet, DenseNet, and EfficientNet, are analyzed for efficient feature reuse and rapid convergence on agricultural datasets. GAN-driven augmentation is employed to increase data diversity by synthesizing realistic disease patterns under varying illumination and background conditions, thereby reducing overfitting and improving generalization across crops. The study further evaluates inference latency and computational efficiency to assess suitability for deployment on edge devices. In addition, explainable artificial intelligence techniques such as Grad-CAM are incorporated to enhance transparency and diagnostic trust. Results indicate that lightweight transfer learning models augmented with GAN-generated data achieve a favorable trade-off between accuracy, generalization, and deployment efficiency, supporting their applicability in real-time smart farming systems","","979-8-3315-6898-6","10.1109/ICMSCI67830.2026.11469478","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11469478","Transfer Learning;Generative Adversarial Networks (GANs);Plant Leaf Disease Detection;Explainable AI (Grad-CAM);Smart Farming;EfficientNet-B0","Satellite images;Earth Observing System;Antennas and propagation;Antennas;Radio broadcasting;Broadcasting;Digital multimedia broadcasting;Frequency modulation;Feedback;Circuits","","","","61","IEEE","13 Apr 2026","2-4 March 2026","2-4 March 2026","IEEE","IEEE Conferences"
"PotatoGANs: Utilizing Generative Adversarial Networks, Instance Segmentation, and Explainable AI for Enhanced Potato Disease Identification and Classification","F. T. J. Faria; M. B. Moin; M. S. Alam; A. A. Wase; M. R. Sani; K. M. Hasib","Department of Computer Science and Engineering, Ahsanullah University of Science and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Ahsanullah University of Science and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Ahsanullah University of Science and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Ahsanullah University of Science and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Ahsanullah University of Science and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Bangladesh University of Business and Technology, Dhaka, Bangladesh",2025 International Conference on Sustainable Technology and Engineering (i-COSTE),"14 Apr 2026","2025","","","1","6","Numerous applications have resulted from the automation of agricultural disease segmentation using deep learning techniques. However, when applied to new conditions, these applications frequently face the difficulty of overfitting, resulting in lower segmentation performance. Traditional data augmentation approaches, such as rotation, flip, and translation, have limitations and frequently fail to provide strong generalization results. To address these issues, our research employs a novel approach termed as PotatoGANs. In this hybrid data augmentation approach, two types of Generative Adversarial Networks (GANs) are utilized to generate synthetic potato disease images from healthy potato images. This approach not only expands the dataset but also adds variety, which helps to enhance model generalization. The CycleGAN model outperforms the Pix2Pix GAN model in terms of image quality, as evidenced by its higher IS scores CycleGAN achieves higher Inception scores (IS) of 1.2001 and 1.0900 for black scurf and common scab, respectively. This synthetic data can significantly improve the training of large neural networks. It also reduces data collection costs while enhancing data diversity and generalization capabilities. Our work improves interpretability by combining three gradient-based Explainable AI algorithms (GradCAM, GradCAM++, and ScoreCAM) with three distinct CNN architectures (DenseNet169, Resnet152 V2, InceptionResNet V2) for potato disease classification. This comprehensive technique improves interpretability with insightful visualizations and provides detailed insights into the network's decision-making.","","979-8-3315-8316-3","10.1109/i-COSTE68047.2025.11467375","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11467375","Generative Adversarial Networks;CycleGAN;Pix2Pix GAN;Instance Segmentation;Smart Farming;Convolutional Neural Network;Potato Disease Detection;Detectron2;Explainable Artificial Intelligence","Feeds;Central Processing Unit;Feedback;Filtering;Circuits;Filters;Electronic circuits;Pixel;Location awareness;Digital images","","3","","19","IEEE","14 Apr 2026","2-4 Dec. 2025","2-4 Dec. 2025","IEEE","IEEE Conferences"
"Cloud Removal in Satellite Images Using a Generative Adversarial Approach","E. Nikolaev; N. Zakharova; V. Zakharov","Digital, Robotic Systems and Electronics Department, North-Caucasus Federal University, Stavropol, Russia; Department of Informatics, North-Caucasus Federal University, Stavropol, Russia; Mathematical Department, Stavropol State Agrarian University, Stavropol, Russia",2025 International Russian Smart Industry Conference (SmartIndustryCon),"9 May 2025","2025","","","614","618","Automation of a wide range of operations in the agro-industrial sector at the current stage of technology development involves the application of advanced solutions in electronics, biotechnology, and information technologies. One of the directions of process optimization in agriculture is the introduction of information systems functioning on the basis of satellite imagery data analysis. To improve the efficiency of satellite data application, it is advisable to use machine learning and artificial intelligence methods. Satellite data allow monitoring a set of indicators describing chemical and physical characteristics, soil types, weather conditions, humidity. These indicators play an important role in the decision-making process of smart farming systems. The indicators are available in the form of satellite images, the quality of which depends on many factors. In order to apply such images in agricultural information systems, it is necessary to perform deep image analysis and cleaning. The approach aimed at applying a generative deep neural network to clean satellite images from clouds and shadows is proposed. The approach is based on training the neural network on synthesized data.","","979-8-3315-1124-1","10.1109/SmartIndustryCon65166.2025.10986034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10986034","deep learning;GAN;agricultural information systems;cloud detection;cloud removal;data augmentation","Training;Smart agriculture;Satellites;Clouds;Soil;Satellite images;Information technology;Optimization;Monitoring;Information systems","","","","27","IEEE","9 May 2025","24-28 March 2025","24-28 March 2025","IEEE","IEEE Conferences"
"Early Fusion of Discrete Wavelet Transform Features and Convolutional Neural Networks for Precise Detection of Apple Plant Diseases","G. B. K; D. Nayini; J. Madhavi; M. Sonia; P. Lathar","Computer Science and Engineering, CVR College of Engineering, Telangana, India; Computer Science and Engineering, Gokaraju Rangaraju institute of Engineering and Technology, Telangana, India; Computer Science and Engineering, TKR College of Engineering and Technology, Telangana, India; Computer Science and Engineering, Nalla Narsimha Reddy Education Society's group of institutions, Hyderabad, India; Computer Science and Applications, Delhi Skill and Entrepreneurship University, New Delhi, India",2025 International Conference on Networks and Cryptology (NETCRYPT),"12 Aug 2025","2025","","","698","703","Apple plant diseases significantly reduce agricultural productivity, necessitating the need for precise detection methods. To this end, in this paper, we propose a novel approach that combines Convolutional Neural Networks (CNNs) with Discrete Wavelet Transform (DWT) descriptors using high-low fusion strategyFeatures are used for improvement in disease detection. In particular, DWT decomposes images into spatial-frequency components, which are used to describe texture and edge features which are important to identify illness symptoms. These are concatenated with original image data at the input layer in the CNN, allowing for space and frequency domain information to be used simultaneously. The data was evaluated on a systematic approach of open dataset of the apple plant disease by using the 4 -fold cross validation to make sure that a diversity and robustness of the model. The results show a $7.4 \%, 6.8 \%$ and 6.2 % increase in accuracy, F1-score and sensitivity when compared to regular CNN models. The approach was also more resilient to challenging conditions such as noise and variations in illumination. We also compared performance of models including AlexNet, VGG-16, EfficientNet, and ResNet50. This confirmed that early fusion of DWT features aided in detecting these time series, as our approach was found outperforming the models by higher margins. Ablation studies confirmed that the effectiveness of the proposed model was mainly attributed to the addition of wavelet features at the input stage. This study opens the door to more effective precision agriculture solutions by highlighting the potential of wavelet transforms in conjunction with deep learning for precise, scalable agricultural disease identification.","","979-8-3315-2605-4","10.1109/NETCRYPT65877.2025.11102253","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11102253","Convolutional neural networks (CNNs);early fusion strategy;apple plant diseases;discrete wavelet transform (DWT)","Precision agriculture;Plant diseases;Sensitivity;Frequency-domain analysis;Noise;Lighting;Feature extraction;Robustness;Discrete wavelet transforms;Convolutional neural networks","","","","20","IEEE","12 Aug 2025","29-31 May 2025","29-31 May 2025","IEEE","IEEE Conferences"
